status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,query_id
0 <= ... < 200 DM,11.993717193603516,all credits at this bank paid back duly,repairs,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,business,2553.102294921875,A61,unemployed,3.837869167327881,male : single,co-applicant,2.122241973876953,real estate,37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,existing credits paid back duly till now,education,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,delay in paying off in the past,repairs,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,education,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : single,co-applicant,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,delay in paying off in the past,education,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,critical account/ other credits existing (not at this bank),education,2553.102294921875,A61,unemployed,3.837869167327881,male : single,co-applicant,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,furniture/equipment,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,critical account/ other credits existing (not at this bank),education,2553.102294921875,A61,unemployed,3.837869167327881,male : married/widowed,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : single,guarantor,2.122241973876953,unknown / no property,37.268760681152344,none,rent,2.07654333114624,skilled employee / official,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,rent,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,real estate,37.268760681152344,none,rent,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,radio/television,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,education,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,bank,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,all credits at this bank paid back duly,domestic appliances,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,all credits at this bank paid back duly,business,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A61,unemployed,3.837869167327881,male : single,co-applicant,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,stores,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,repairs,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,critical account/ other credits existing (not at this bank),car (new),2553.102294921875,A61,unemployed,3.837869167327881,male : divorced/separated,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,critical account/ other credits existing (not at this bank),education,2553.102294921875,A63,unemployed,3.837869167327881,male : divorced/separated,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,stores,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,critical account/ other credits existing (not at this bank),repairs,2553.102294921875,A61,unemployed,3.837869167327881,male : divorced/separated,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,all credits at this bank paid back duly,business,2553.102294921875,A61,unemployed,3.837869167327881,male : divorced/separated,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,all credits at this bank paid back duly,furniture/equipment,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,delay in paying off in the past,education,2553.102294921875,A61,unemployed,3.837869167327881,female : divorced/separated/married,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,for free,2.07654333114624,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,critical account/ other credits existing (not at this bank),education,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,unknown / no property,37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,11.993717193603516,no credits taken/ all credits paid back duly,car (used),2553.102294921875,A65,... < 1 year,3.837869167327881,male : divorced/separated,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,rent,2.07654333114624,skilled employee / official,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
... >= 200 DM / salary assignments for at least 1 year,11.993717193603516,no credits taken/ all credits paid back duly,education,2553.102294921875,A61,unemployed,3.837869167327881,male : single,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.268760681152344,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,14.147214889526367,no credits taken/ all credits paid back duly,car (used),1690.17529296875,A61,unemployed,3.935980081558227,male : single,none,2.0330944061279297,unknown / no property,35.40386962890625,none,own,1.9429700374603271,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,14.147214889526367,all credits at this bank paid back duly,car (new),1690.17529296875,A61,unemployed,3.935980081558227,male : single,none,2.0330944061279297,"if not A121/A122 : car or other, not in attribute 6",35.40386962890625,none,own,1.9429700374603271,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,14.147214889526367,no credits taken/ all credits paid back duly,furniture/equipment,1690.17529296875,A61,unemployed,3.935980081558227,male : single,none,2.0330944061279297,"if not A121/A122 : car or other, not in attribute 6",35.40386962890625,none,own,1.9429700374603271,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
0 <= ... < 200 DM,14.147214889526367,all credits at this bank paid back duly,furniture/equipment,1690.17529296875,A61,unemployed,3.935980081558227,male : single,none,2.0330944061279297,"if not A121/A122 : car or other, not in attribute 6",35.40386962890625,none,own,1.9429700374603271,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,3c376d6d-6e99-4d56-a920-5a6668c275be
